created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,latitude,longitude,elevation,status
2022-08-02T09:44:44+00:00,32,28.75966,41.00000,20.63276,43.71207,31.60345,182.98276,375.36206,,,,
2022-08-02T09:45:15+00:00,33,28.72636,41.00000,19.81897,45.47240,31.01724,182.74138,371.36206,,,,
2022-08-02T09:45:45+00:00,34,28.69087,41.00000,21.56207,50.53275,30.44828,182.46552,367.29309,,,,
2022-08-02T09:46:16+00:00,35,28.65432,41.00000,19.97241,43.57068,29.62069,181.31035,363.53448,,,,
2022-08-02T09:46:46+00:00,36,28.62017,41.77193,21.02106,45.76315,29.12281,181.31580,359.71930,,,,
2022-08-02T09:47:16+00:00,37,28.58701,42.00000,20.95614,50.20878,28.43860,180.85965,356.21054,,,,
2022-08-02T09:47:46+00:00,38,28.54492,42.00000,19.96316,43.84210,27.87719,179.85965,352.78946,,,,
2022-08-02T09:48:16+00:00,39,28.50878,42.00000,17.80877,40.22807,27.54386,178.75438,349.43860,,,,
2022-08-02T09:48:46+00:00,40,28.47682,42.00000,17.57018,42.03334,27.49123,178.61403,346.42105,,,,
2022-08-02T09:49:16+00:00,41,28.44352,42.00000,21.13334,45.77018,27.08772,178.70175,343.63159,,,,
2022-08-02T09:49:46+00:00,42,28.39580,42.00000,19.26140,43.15440,26.56140,178.17545,340.63159,,,,
2022-08-02T09:50:16+00:00,43,28.35261,42.00000,17.25789,38.79825,25.80702,177.40350,337.75439,,,,
2022-08-02T09:50:46+00:00,44,28.30685,42.00000,18.70877,39.85615,25.36842,177.15790,334.80701,,,,
2022-08-02T09:51:17+00:00,45,28.25930,42.00000,17.57895,37.43685,25.77193,176.85965,331.94736,,,,
2022-08-02T09:51:47+00:00,46,28.21928,42.00000,16.94913,33.13860,25.68421,175.68420,329.38596,,,,
2022-08-02T09:52:17+00:00,47,28.17264,42.12281,16.38245,37.47194,25.52632,175.33333,327.00000,,,,
2022-08-02T09:52:47+00:00,48,28.13351,43.00000,16.01930,36.65965,24.66667,174.96490,324.80701,,,,
2022-08-02T09:53:17+00:00,49,28.10999,43.00000,15.37719,36.19123,24.63158,174.40350,322.42105,,,,
2022-08-02T09:53:47+00:00,50,28.08104,43.00000,16.02632,39.39298,24.03509,174.28070,320.36841,,,,
2022-08-02T09:54:17+00:00,51,28.05931,43.00000,15.09474,35.71930,23.71930,174.71930,318.07019,,,,
2022-08-02T09:54:47+00:00,52,28.03247,43.00000,22.83684,43.73158,23.29825,177.66667,315.89474,,,,
2022-08-02T09:55:17+00:00,53,28.02019,43.00000,20.64035,43.40001,22.92982,176.87720,313.96490,,,,
2022-08-02T09:55:47+00:00,54,28.01123,43.00000,15.93509,30.87368,22.89474,174.07018,312.01755,,,,
2022-08-02T09:56:17+00:00,55,27.98332,43.00000,14.07018,31.69824,22.68421,173.05263,310.19299,,,,
2022-08-02T09:56:47+00:00,56,27.96542,43.00000,14.19123,36.82983,22.15789,172.38597,308.33334,,,,
2022-08-02T09:57:18+00:00,57,27.94125,43.00000,14.34912,31.48245,22.19298,172.15790,306.36841,,,,
2022-08-02T09:57:48+00:00,58,27.90579,43.00000,13.45614,37.11929,22.19298,171.52632,304.54385,,,,
2022-08-02T09:58:18+00:00,59,27.87333,43.00000,13.67719,34.99122,22.05263,171.19298,302.92981,,,,
2022-08-02T09:58:48+00:00,60,27.83385,43.00000,12.91404,31.44737,21.84211,170.98245,301.33334,,,,
2022-08-02T09:59:18+00:00,61,27.81616,43.00000,11.59298,24.45965,21.66667,170.36842,299.64911,,,,
2022-08-02T09:59:48+00:00,62,27.78580,43.00000,11.23509,22.63334,21.64912,170.07018,298.08771,,,,
2022-08-02T10:00:18+00:00,63,27.75281,43.77193,10.97193,22.91579,21.89474,169.85965,296.50876,,,,
2022-08-02T10:00:48+00:00,64,27.72349,44.00000,11.80877,27.58422,21.84211,169.52632,294.92981,,,,
2022-08-02T10:01:18+00:00,65,27.69753,44.00000,11.51228,24.72806,21.68421,169.21053,293.47369,,,,
2022-08-02T10:01:48+00:00,66,27.67036,44.00000,11.07193,21.76140,21.66667,168.98245,292.28070,,,,
2022-08-02T10:02:18+00:00,67,27.64545,44.00000,10.04737,18.87369,21.49123,168.71930,290.63159,,,,
2022-08-02T10:02:49+00:00,68,27.61683,44.00000,10.62281,20.25263,21.33333,168.40350,289.42105,,,,
2022-08-02T10:03:19+00:00,69,27.58806,44.00000,10.29123,19.76491,21.10526,168.28070,288.05264,,,,
2022-08-02T10:03:49+00:00,70,27.55914,44.00000,10.13509,22.40351,20.85965,167.94737,286.52631,,,,
2022-08-02T10:04:19+00:00,71,27.53072,44.00000,9.94737,20.87895,20.91228,167.64912,285.24561,,,,
2022-08-02T10:04:49+00:00,72,27.49930,44.00000,9.71754,23.47369,20.94737,167.36842,283.96490,,,,
2022-08-02T10:05:19+00:00,73,27.46875,44.00000,9.00175,19.57719,20.68421,167.05263,282.54385,,,,
2022-08-02T10:05:49+00:00,74,27.44858,44.00000,8.36141,18.47368,20.50877,166.66667,281.17545,,,,
2022-08-02T10:06:19+00:00,75,27.42896,44.00000,8.96140,20.23861,20.08772,166.59650,280.12280,,,,
2022-08-02T10:06:49+00:00,76,27.41246,44.00000,10.08772,20.41403,20.01754,166.82455,278.73685,,,,
2022-08-02T10:07:19+00:00,77,27.40615,44.00000,9.29474,21.70351,19.96491,166.38597,277.70175,,,,
2022-08-02T10:07:49+00:00,78,27.40791,44.00000,8.98597,24.66141,19.80702,166.45615,276.71930,,,,
2022-08-02T10:08:19+00:00,79,27.41018,44.00000,8.57719,20.44737,20.10526,166.36842,275.70175,,,,
2022-08-02T10:08:50+00:00,80,27.40737,44.00000,8.07193,18.64912,20.36842,165.77193,274.47369,,,,
2022-08-02T10:09:19+00:00,81,27.39247,44.00000,7.98246,21.57193,20.54386,165.75438,273.57895,,,,
2022-08-02T10:09:50+00:00,82,27.37672,44.01724,7.78448,16.83793,20.48276,165.48276,272.53448,,,,
2022-08-02T10:10:20+00:00,83,27.37172,44.72414,7.81724,16.55517,20.46552,165.44827,271.63794,,,,
2022-08-02T10:10:51+00:00,84,27.35775,45.00000,7.86724,18.05345,20.24138,165.25862,270.63794,,,,
2022-08-02T10:11:21+00:00,85,27.33861,45.00000,7.34311,16.90862,19.91379,165.06897,269.68967,,,,
2022-08-02T10:11:51+00:00,86,27.32481,45.00000,7.36552,17.67414,19.89655,164.89655,268.55173,,,,
2022-08-02T10:12:22+00:00,87,27.31071,45.00000,7.08104,15.33793,19.79310,164.89655,267.65518,,,,
2022-08-02T10:12:52+00:00,88,27.29949,45.00000,7.41034,16.79138,19.86207,164.58621,266.77585,,,,
2022-08-02T10:13:22+00:00,89,27.29915,45.00000,10.83276,76.81551,19.63793,164.56897,265.87930,,,,
2022-08-02T10:13:53+00:00,90,27.29690,45.00000,14.17241,154.36725,19.10345,164.60345,264.58621,,,,
2022-08-02T10:14:23+00:00,91,27.28019,45.00000,8.68621,62.12069,18.91379,164.32759,263.56897,,,,
2022-08-02T10:14:54+00:00,92,27.27225,45.00000,8.35690,27.68621,18.96552,164.18965,262.65518,,,,
2022-08-02T10:15:24+00:00,93,27.28053,45.00000,8.12069,18.47241,18.68966,164.20689,262.08621,,,,
2022-08-02T10:15:54+00:00,94,27.27191,45.00000,7.52414,16.55689,19.00000,164.20689,261.34482,,,,
2022-08-02T10:16:25+00:00,95,27.26294,45.00000,7.47241,17.28276,18.65517,163.81035,260.29309,,,,
2022-08-02T10:16:55+00:00,96,27.24724,45.00000,7.55344,19.29311,18.65517,163.93103,259.50000,,,,
2022-08-02T10:17:26+00:00,97,27.23326,45.00000,7.12759,20.06724,18.72414,163.53448,258.79309,,,,
2022-08-02T10:17:56+00:00,98,27.22050,45.00000,6.42069,16.93276,18.63793,163.50000,258.27585,,,,
2022-08-02T10:18:26+00:00,99,27.21585,45.00000,8.45000,21.75862,18.58621,164.56897,257.65518,,,,
2022-08-02T10:18:57+00:00,100,27.21895,45.00000,9.16035,23.22242,18.46552,164.12070,257.06897,,,,
2022-08-02T10:19:27+00:00,101,27.22119,45.00000,6.49138,13.81034,18.55172,163.34483,256.27585,,,,
2022-08-02T10:19:58+00:00,102,27.22395,45.00000,6.29138,14.22241,18.51724,163.72414,255.74138,,,,
2022-08-02T10:20:28+00:00,103,27.22136,45.00000,7.35172,14.03965,18.51724,163.39655,254.84483,,,,
2022-08-02T10:20:58+00:00,104,27.21136,45.00000,7.25862,14.37759,18.48276,163.51724,254.06897,,,,
2022-08-02T10:21:29+00:00,105,27.20016,45.00000,6.69483,14.93620,18.44828,163.60345,253.58621,,,,
2022-08-02T10:21:59+00:00,106,27.19240,45.00000,6.69311,13.58276,18.44828,163.32759,252.87930,,,,
2022-08-02T10:22:30+00:00,107,27.19153,45.00000,6.84138,16.36551,18.48276,163.13792,252.24138,,,,
2022-08-02T10:23:00+00:00,108,27.18726,45.00000,7.12414,20.45861,18.63793,163.12070,251.72414,,,,
2022-08-02T10:23:30+00:00,109,27.17329,45.00000,6.12414,15.15345,18.50000,162.82759,250.94827,,,,
2022-08-02T10:24:01+00:00,110,27.15966,45.00000,6.84138,15.91724,18.75862,162.86208,250.32759,,,,
2022-08-02T10:24:31+00:00,111,27.15794,45.00000,6.55689,16.85517,18.67241,162.75862,249.72414,,,,
2022-08-02T10:25:02+00:00,112,27.14639,45.00000,6.32414,13.61897,18.48276,162.86208,249.15517,,,,
2022-08-02T10:25:32+00:00,113,27.13604,45.00000,6.00000,14.25517,18.44828,162.58621,248.51724,,,,
2022-08-02T10:26:02+00:00,114,27.12293,45.06897,6.19482,14.72586,18.34483,162.36208,247.98276,,,,
2022-08-02T10:26:33+00:00,115,27.10999,45.10345,6.18793,14.57069,18.05172,162.06897,247.08621,,,,
2022-08-02T10:27:03+00:00,116,27.10034,45.67241,5.86207,11.45690,17.98276,162.25862,246.70689,,,,
2022-08-02T10:27:33+00:00,117,27.09637,46.00000,6.31034,11.99138,18.05172,162.29311,246.31035,,,,
2022-08-02T10:28:04+00:00,118,27.08154,46.00000,6.71034,14.42758,17.89655,162.17241,245.65517,,,,
2022-08-02T10:28:34+00:00,119,27.06450,46.00000,6.28103,14.52414,17.81034,162.29311,245.13792,,,,
2022-08-02T10:29:05+00:00,120,27.04604,46.00000,6.08276,11.26551,17.79310,162.32759,244.41379,,,,
2022-08-02T10:29:35+00:00,121,27.02967,46.00000,6.07414,11.02586,17.87931,162.03448,243.84483,,,,
2022-08-02T10:30:05+00:00,122,27.01449,46.00000,6.45172,14.17069,17.89655,161.89655,243.32759,,,,
2022-08-02T10:30:36+00:00,123,26.99551,46.00000,6.77069,14.74138,17.82759,161.70689,242.86208,,,,
2022-08-02T10:31:06+00:00,124,26.96964,46.00000,6.35862,12.18104,17.82759,161.41379,242.17241,,,,
2022-08-02T10:31:37+00:00,125,26.94602,46.00000,6.03103,12.24310,17.79310,161.44827,241.74138,,,,
2022-08-02T10:32:07+00:00,126,26.94498,46.15517,6.67931,17.79138,18.17241,161.86208,241.43103,,,,
2022-08-02T10:32:37+00:00,127,26.95775,47.00000,14.91724,59.37070,18.79310,166.55173,242.22414,,,,
2022-08-02T10:33:08+00:00,128,26.96171,47.00000,9.84655,33.47586,18.65517,164.72414,241.39655,,,,
2022-08-02T10:33:38+00:00,129,26.96068,46.43103,5.89138,13.59655,18.32759,162.50000,240.60345,,,,
2022-08-02T10:34:09+00:00,130,26.95498,46.00000,5.59138,11.70517,18.13793,161.55173,240.03448,,,,
2022-08-02T10:34:39+00:00,131,26.95706,46.00000,5.58793,11.12586,18.03448,161.24138,239.32759,,,,
2022-08-02T10:35:09+00:00,132,26.95292,46.00000,5.57931,11.55862,18.15517,160.77586,238.74138,,,,
2022-08-02T10:35:39+00:00,133,26.95344,46.00000,5.30690,9.78793,18.13793,161.17241,238.22414,,,,
2022-08-02T10:36:10+00:00,134,26.94602,46.00000,5.69138,9.50173,18.00000,161.12070,237.72414,,,,
2022-08-02T10:36:40+00:00,135,26.93534,46.00000,5.12759,10.08966,17.91379,160.98276,237.43103,,,,
2022-08-02T10:37:11+00:00,136,26.92966,46.00000,5.31724,9.90000,17.82759,161.06897,236.87930,,,,
2022-08-02T10:37:41+00:00,137,26.93070,46.00000,5.94310,10.83621,17.84483,160.77586,236.58621,,,,
2022-08-02T10:38:11+00:00,138,26.93052,46.24138,5.63104,12.35345,17.77586,160.96552,236.06897,,,,
2022-08-02T10:38:42+00:00,139,26.92743,46.06897,5.62586,11.08104,17.84483,160.86208,235.68965,,,,
2022-08-02T10:39:12+00:00,140,26.92639,46.62069,5.34655,10.86897,18.75862,160.55173,235.22414,,,,
2022-08-02T10:39:43+00:00,141,26.93156,46.25862,5.45690,9.48966,18.17241,160.68965,234.84483,,,,
2022-08-02T10:40:13+00:00,142,26.92467,46.75862,5.61552,9.08448,17.89655,160.60345,234.56897,,,,
2022-08-02T10:40:43+00:00,143,26.90915,46.91379,6.11724,9.67241,17.91379,160.65517,234.00000,,,,
2022-08-02T10:41:14+00:00,144,26.90449,47.00000,5.97069,10.21379,17.87931,160.37930,233.34483,,,,
2022-08-02T10:41:44+00:00,145,26.90139,47.00000,5.83276,8.91897,17.87931,160.36208,233.06897,,,,
2022-08-02T10:42:15+00:00,146,26.89691,47.00000,5.52241,9.57414,17.93103,160.34483,232.68965,,,,
2022-08-02T10:42:45+00:00,147,26.89156,47.00000,5.41035,9.66379,17.75862,160.29311,232.32759,,,,
2022-08-02T10:43:15+00:00,148,26.89329,47.00000,5.26379,8.65862,17.62069,160.25862,232.00000,,,,
2022-08-02T10:43:46+00:00,149,26.89208,47.00000,6.73966,26.16379,17.77586,160.81035,231.50000,,,,
2022-08-02T10:44:16+00:00,150,26.89726,47.00000,8.96035,77.98622,17.60345,162.70689,230.98276,,,,
2022-08-02T10:44:47+00:00,151,26.91708,47.00000,7.05862,37.65346,17.51724,161.98276,230.67241,,,,
2022-08-02T10:45:17+00:00,152,26.92984,47.00000,5.88276,12.70862,17.74138,160.86208,230.44827,,,,
2022-08-02T10:45:47+00:00,153,26.92484,47.00000,5.69828,7.77242,17.72414,160.39655,229.98276,,,,
2022-08-02T10:46:18+00:00,154,26.91966,47.00000,5.47931,6.53793,17.65517,160.20689,229.53448,,,,
2022-08-02T10:46:48+00:00,155,26.90759,47.00000,5.79483,9.22241,17.74138,159.75862,229.08621,,,,
2022-08-02T10:47:19+00:00,156,26.88898,47.00000,5.47586,7.90000,17.77586,159.50000,228.51724,,,,
2022-08-02T10:47:49+00:00,157,26.88656,47.00000,5.58793,8.09483,17.75862,159.39655,228.13792,,,,
2022-08-02T10:48:19+00:00,158,26.87948,47.00000,5.48448,7.49138,17.77586,159.31035,227.68965,,,,
2022-08-02T10:48:50+00:00,159,26.87811,47.00000,5.73276,7.88621,17.98276,159.08621,227.15517,,,,
2022-08-02T10:49:20+00:00,160,26.88863,47.00000,5.61380,7.40517,17.96552,159.44827,226.81035,,,,
2022-08-02T10:49:50+00:00,161,26.89018,47.00000,6.27069,7.57586,17.84483,159.29311,226.53448,,,,
2022-08-02T10:50:21+00:00,162,26.89519,47.00000,5.48793,7.70862,17.81034,159.39655,226.31035,,,,
2022-08-02T10:50:51+00:00,163,26.89812,47.00000,5.64138,7.30689,17.98276,159.24138,225.75862,,,,
2022-08-02T10:51:22+00:00,164,26.89432,47.00000,5.64655,6.37759,18.06897,158.86208,225.10345,,,,
2022-08-02T10:51:52+00:00,165,26.88880,47.00000,5.77586,6.70000,18.08621,158.43103,224.62070,,,,
2022-08-02T10:52:22+00:00,166,26.88259,47.00000,5.41724,6.84310,18.15517,157.94827,224.08621,,,,
2022-08-02T10:52:53+00:00,167,26.88932,47.00000,5.47242,6.97586,18.15517,158.24138,223.50000,,,,
2022-08-02T10:53:23+00:00,168,26.89846,47.00000,5.62931,6.60517,18.27586,158.58621,223.03448,,,,
2022-08-02T10:53:54+00:00,169,26.91208,47.00000,5.69311,6.57586,18.46552,157.89655,222.39655,,,,
2022-08-02T10:54:24+00:00,170,26.93757,47.00000,8.31724,19.12758,18.44828,161.03448,222.37930,,,,
2022-08-02T10:54:55+00:00,171,26.95275,47.00000,7.70345,14.93793,18.44828,159.72414,221.74138,,,,
2022-08-02T10:55:25+00:00,172,26.95262,47.00000,5.44035,6.26140,18.57895,158.21053,220.80702,,,,
2022-08-02T10:55:55+00:00,173,26.94034,47.00000,5.98421,6.81053,18.38597,158.36842,220.45615,,,,
2022-08-02T10:56:25+00:00,174,26.93718,47.00000,6.06140,6.93509,18.42105,158.40350,219.92982,,,,
2022-08-02T10:56:55+00:00,175,26.94736,47.00000,6.45263,7.31228,18.47368,158.33333,219.61403,,,,
2022-08-02T10:57:25+00:00,176,26.95209,47.00000,6.15614,7.11404,18.57895,158.28070,219.26315,,,,
2022-08-02T10:57:55+00:00,177,26.94227,47.00000,6.41228,7.89474,18.70175,158.28070,218.89473,,,,
2022-08-02T10:58:25+00:00,178,26.93824,47.00000,5.91579,8.11579,18.63158,158.49123,218.59650,,,,
2022-08-02T10:58:55+00:00,179,26.94069,47.00000,6.05439,7.32456,18.63158,158.19298,218.33333,,,,
2022-08-02T10:59:25+00:00,180,26.94859,47.00000,6.04386,6.93684,18.73684,158.07018,217.77193,,,,
2022-08-02T10:59:56+00:00,181,26.95350,47.00000,6.41579,7.45965,18.89474,157.56140,217.21053,,,,
2022-08-02T11:00:26+00:00,182,26.95736,47.00000,6.28245,6.97544,19.00000,157.36842,216.64912,,,,
2022-08-02T11:00:56+00:00,183,26.96244,47.00000,5.68421,6.47017,19.03509,157.59650,216.12280,,,,
2022-08-02T11:01:26+00:00,184,26.96490,47.00000,5.70175,6.72281,19.10526,157.91228,215.78947,,,,
2022-08-02T11:01:56+00:00,185,26.95683,47.00000,6.35088,9.04562,19.05263,158.08772,215.40350,,,,
2022-08-02T11:02:26+00:00,186,26.95455,47.00000,6.38596,7.75614,18.96491,157.73685,214.77193,,,,
2022-08-02T11:02:56+00:00,187,26.93966,47.00000,6.42983,7.57193,18.92982,157.75438,214.56140,,,,
2022-08-02T11:03:26+00:00,188,26.92773,47.00000,5.96491,7.41404,19.05263,157.82455,214.24562,,,,
2022-08-02T11:03:56+00:00,189,26.92720,47.00000,6.59824,8.41930,18.89474,157.77193,214.00000,,,,
2022-08-02T11:04:26+00:00,190,26.93315,47.00000,6.11053,6.96491,19.03509,157.92982,213.73685,,,,
2022-08-02T11:04:56+00:00,191,26.93229,47.00000,6.50527,9.42807,18.96491,158.00000,213.52632,,,,
2022-08-02T11:05:27+00:00,192,26.92931,47.00000,6.02105,8.49298,19.01754,157.91228,212.98245,,,,
2022-08-02T11:05:57+00:00,193,26.92756,47.00000,5.68596,6.44912,19.24561,157.87720,212.78947,,,,
2022-08-02T11:06:27+00:00,194,26.94560,47.00000,6.03860,6.77368,19.08772,158.03510,212.56140,,,,
2022-08-02T11:06:57+00:00,195,26.95613,47.00000,5.97193,7.04913,19.14035,157.68420,212.24562,,,,
2022-08-02T11:07:27+00:00,196,26.95859,47.00000,5.88947,6.59825,19.26316,157.12280,211.43860,,,,
2022-08-02T11:07:57+00:00,197,26.96507,47.00000,6.45614,7.08246,19.36842,156.92982,210.84210,,,,
2022-08-02T11:08:27+00:00,198,26.96560,47.00000,6.62983,8.65439,19.59649,157.31580,210.47368,,,,
2022-08-02T11:08:57+00:00,199,26.97367,47.00000,6.44561,8.30526,19.49123,156.89473,209.84210,,,,
2022-08-02T11:09:27+00:00,200,26.97314,47.00000,6.84386,7.84386,19.54386,156.57895,209.40350,,,,
2022-08-02T11:09:57+00:00,201,26.97051,47.00000,6.15965,7.05790,19.57895,156.71930,208.84210,,,,
2022-08-02T11:10:27+00:00,202,26.97104,47.14035,7.88947,16.42807,19.68421,158.98245,208.73685,,,,
2022-08-02T11:10:57+00:00,203,26.98877,47.78947,10.81053,28.71404,19.59649,162.45615,208.92982,,,,
2022-08-02T11:11:28+00:00,204,27.00105,47.01754,7.85614,15.66316,19.61403,160.84210,208.96490,,,,
2022-08-02T11:11:58+00:00,205,27.01176,47.00000,6.67368,7.41579,19.68421,159.24562,208.77193,,,,
2022-08-02T11:12:28+00:00,206,27.01053,47.00000,6.42982,7.14737,19.82456,158.17545,208.19298,,,,
2022-08-02T11:12:58+00:00,207,27.00878,47.00000,7.11930,9.24386,19.80702,157.68420,207.71930,,,,
2022-08-02T11:13:28+00:00,208,27.00246,47.00000,6.80877,9.74035,19.89474,157.66667,207.33333,,,,
2022-08-02T11:13:58+00:00,209,26.98508,47.00000,7.40351,8.29123,19.92982,157.08772,206.70175,,,,
2022-08-02T11:14:28+00:00,210,26.96017,47.00000,7.30000,8.83860,19.89474,157.00000,206.12280,,,,
2022-08-02T11:14:58+00:00,211,26.94244,47.00000,6.76492,8.38421,19.98246,157.56140,206.17545,,,,
2022-08-02T11:15:28+00:00,212,26.93089,47.00000,6.87895,7.70000,20.14035,157.57895,205.87720,,,,
2022-08-02T11:15:58+00:00,213,26.91070,47.00000,7.27368,8.35263,20.15789,156.84210,205.28070,,,,
2022-08-02T11:16:28+00:00,214,26.90036,47.00000,6.74912,7.48947,20.38597,156.96490,204.85965,,,,
2022-08-02T11:16:59+00:00,215,26.89124,47.00000,6.92281,7.62632,20.22807,156.77193,204.54385,,,,
2022-08-02T11:17:29+00:00,216,26.87930,47.00000,7.06316,8.77018,20.21053,156.75438,204.12280,,,,
2022-08-02T11:17:59+00:00,217,26.88053,47.00000,7.32105,9.25965,20.07018,156.80702,203.68420,,,,
2022-08-02T11:18:29+00:00,218,26.87456,47.00000,7.18246,10.25263,20.14035,157.07018,203.66667,,,,
2022-08-02T11:18:59+00:00,219,26.86912,47.00000,7.33158,8.15088,20.52632,156.59650,203.14035,,,,
2022-08-02T11:19:29+00:00,220,26.85314,47.00000,7.43860,8.15790,20.50877,156.47368,202.70175,,,,
2022-08-02T11:19:59+00:00,221,26.84140,47.00000,7.47193,9.16316,20.45614,156.45615,202.26315,,,,
2022-08-02T11:20:29+00:00,222,26.83543,47.00000,6.90877,9.11930,20.63158,156.70175,202.05263,,,,
2022-08-02T11:20:59+00:00,223,26.83227,47.00000,7.48421,10.11228,20.40351,156.57895,201.78947,,,,
2022-08-02T11:21:29+00:00,224,26.83350,47.00000,6.97018,7.93859,20.38597,156.07018,201.29825,,,,
2022-08-02T11:21:59+00:00,225,26.84192,47.00000,7.44737,8.50526,20.49123,155.43860,200.68420,,,,
2022-08-02T11:22:29+00:00,226,26.84630,47.47368,8.14211,13.77193,20.57895,156.68420,200.12280,,,,
2022-08-02T11:23:00+00:00,227,26.85859,48.00000,9.89649,26.36842,20.56140,158.29825,200.07018,,,,
2022-08-02T11:23:30+00:00,228,26.86350,47.03509,7.56667,9.78245,20.66667,156.33333,199.49123,,,,
2022-08-02T11:24:00+00:00,229,26.86490,47.31579,6.46842,7.17018,20.50877,156.26315,198.94737,,,,
2022-08-02T11:24:30+00:00,230,26.87720,47.00000,7.29649,8.28772,20.47368,156.12280,198.68420,,,,
2022-08-02T11:25:00+00:00,231,26.88264,47.01754,7.41404,8.47018,20.70175,155.73685,198.29825,,,,
2022-08-02T11:25:30+00:00,232,26.89405,47.94737,9.19825,18.62982,20.82456,157.42105,198.08772,,,,
2022-08-02T11:26:00+00:00,233,26.91299,48.00000,10.17895,25.74210,20.73684,158.66667,197.84210,,,,
2022-08-02T11:26:30+00:00,234,26.91703,48.00000,7.31579,8.25439,20.71930,157.05263,197.38597,,,,
2022-08-02T11:27:00+00:00,235,26.92791,47.96491,7.13860,7.85088,20.84211,155.80702,196.57895,,,,
2022-08-02T11:27:30+00:00,236,26.93089,47.52632,7.75789,10.95965,20.77193,156.15790,196.56140,,,,
2022-08-02T11:28:00+00:00,237,26.92142,47.22807,7.18070,9.18772,20.84211,156.10527,196.05263,,,,
2022-08-02T11:28:31+00:00,238,26.91597,47.38596,7.68597,8.59649,20.73684,156.42105,195.77193,,,,
2022-08-02T11:29:01+00:00,239,26.90580,47.94737,7.36842,9.05087,20.85965,156.71930,195.98245,,,,
